age,annual_income,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back,gender_Male,gender_Other,marital_status_Married,marital_status_Single,marital_status_Widowed,education_level_High School,education_level_Master's,education_level_Other,education_level_PhD,employment_status_Retired,employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation,grade_subgrade_A2,grade_subgrade_A3,grade_subgrade_A4,grade_subgrade_A5,grade_subgrade_B1,grade_subgrade_B2,grade_subgrade_B3,grade_subgrade_B4,grade_subgrade_B5,grade_subgrade_C1,grade_subgrade_C2,grade_subgrade_C3,grade_subgrade_C4,grade_subgrade_C5,grade_subgrade_D1,grade_subgrade_D2,grade_subgrade_D3,grade_subgrade_D4,grade_subgrade_D5,grade_subgrade_E1,grade_subgrade_E2,grade_subgrade_E3,grade_subgrade_E4,grade_subgrade_E5,grade_subgrade_F1,grade_subgrade_F2,grade_subgrade_F3,grade_subgrade_F4,grade_subgrade_F5
44,54316.59,4526.38,0.369,614,11922.72,13.25,36.0,403.16,6.0,75005.67,35004.38,0.0,0.0,0.0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,41549.38,3462.45,0.037,670,14679.26,11.8,60.0,325.05,6.0,39239.63,11581.5,2.0,0.0,4.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,13089.3,1090.77,0.091,687,17522.22,11.83,36.0,580.57,4.0,16814.38,12200.18,0.0,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,93509.62,7792.47,0.145,778,18582.12,8.25,60.0,379.01,4.0,63225.64,41472.18,2.0,0.0,2.0,1,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,18311.6,1525.97,0.13,769,22179.85,13.03,60.0,505.0,8.0,31030.35,15307.06,4.0,0.0,4.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,88922.12,7410.18,0.147,663,27213.1,9.69,36.0,874.13,4.0,74335.54,18437.17,1.0,0.0,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,30429.08,2535.76,0.136,753,9386.73,8.65,36.0,296.97,5.0,50429.94,11821.93,1.0,0.0,1.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,65664.5,5472.04,0.117,697,9871.41,11.27,36.0,324.44,4.0,71373.31,64023.16,0.0,2.0,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,60573.21,5047.77,0.179,688,500.0,12.01,60.0,11.12,5.0,48400.28,16703.58,3.0,0.0,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,45109.36,3759.11,0.017,618,6589.38,8.09,60.0,133.89,1.0,37208.4,35233.11,1.0,0.0,2.0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
75,44952.36,3746.03,0.28,735,29992.34,11.52,36.0,989.31,2.0,65882.96,26634.63,1.0,0.0,4.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,32623.12,2718.59,0.239,727,21451.48,15.9,36.0,753.11,5.0,26411.0,14664.99,0.0,0.0,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,37328.39,3110.7,0.192,570,16288.66,14.29,60.0,381.46,4.0,34659.18,6997.83,1.0,0.0,1.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
59,37164.69,3097.06,0.39,639,14393.1,11.34,36.0,473.53,0.0,20038.22,9017.73,2.0,0.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35,40050.98,3337.58,0.307,717,30093.39,17.51,60.0,756.18,5.0,44739.87,39568.39,0.0,0.0,0.0,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,33533.93,2794.49,0.325,636,19992.29,12.59,36.0,669.68,3.0,26501.45,22766.53,3.0,0.0,4.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,16336.04,1361.34,0.297,797,13808.71,8.36,36.0,435.01,6.0,25711.18,13198.37,2.0,0.0,2.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,28256.94,2354.74,0.486,605,25740.17,16.26,36.0,908.26,4.0,37627.3,30136.21,2.0,0.0,3.0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42,46917.18,3909.76,0.07,603,13385.3,11.54,36.0,441.65,7.0,70848.62,31408.34,1.0,0.0,2.0,1,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45,33528.86,2794.07,0.194,732,10786.2,12.5,60.0,242.67,3.0,23489.38,13429.26,2.0,0.0,2.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,36530.93,3044.24,0.018,653,19614.67,11.2,60.0,428.43,3.0,41406.48,21408.29,1.0,0.0,1.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38,25232.24,2102.69,0.048,619,12621.92,15.04,36.0,437.79,2.0,21221.86,18671.51,1.0,0.0,1.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
53,51220.41,4268.37,0.29,669,6653.18,8.77,36.0,210.86,4.0,64698.65,9662.22,1.0,0.0,1.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,52821.43,4401.79,0.204,728,27120.22,9.64,36.0,870.52,4.0,77928.99,27343.92,3.0,0.0,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,8976.04,748.0,0.242,806,14967.54,11.42,36.0,493.0,5.0,11878.42,2076.49,2.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,14248.47,1187.37,0.264,737,19167.32,13.95,36.0,654.63,7.0,21181.37,14582.92,2.0,0.0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,32571.38,2714.28,0.168,775,14675.31,11.49,60.0,322.67,5.0,40207.4,14058.33,0.0,0.0,1.0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,49088.74,4090.73,0.276,688,27954.79,14.35,36.0,960.19,6.0,49195.98,5275.05,1.0,0.0,1.0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,43467.64,3622.3,0.458,706,27718.14,9.22,36.0,884.27,5.0,35221.22,9547.15,1.0,0.0,2.0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,33410.07,2784.17,0.268,752,4636.58,11.78,60.0,102.62,5.0,41096.48,12923.01,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,59855.5,4987.96,0.187,734,31396.02,13.25,60.0,718.38,6.0,43426.69,28592.49,2.0,0.0,2.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,52238.72,4353.23,0.18,750,19590.77,12.1,36.0,651.63,3.0,35841.92,5567.77,3.0,0.0,3.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,32240.04,2686.67,0.342,680,7274.49,12.56,36.0,243.57,6.0,38115.34,31068.19,5.0,0.0,5.0,1,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,33390.38,2782.53,0.153,598,3142.13,12.32,36.0,104.84,6.0,28212.9,19908.31,1.0,0.0,4.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33,16564.04,1380.34,0.06,598,9891.65,18.01,36.0,357.66,8.0,32604.48,15737.16,0.0,0.0,1.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33,38572.55,3214.38,0.063,672,15262.98,11.8,36.0,505.49,7.0,53449.38,35232.04,1.0,0.0,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,50874.16,4239.51,0.18,581,3880.18,13.06,36.0,130.85,3.0,36032.5,18606.64,3.0,0.0,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52,23555.44,1962.95,0.23,667,5143.95,11.19,36.0,168.87,6.0,33719.97,12153.06,1.0,0.0,2.0,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52,37166.26,3097.19,0.115,646,27242.47,13.32,36.0,922.11,6.0,37796.9,13752.01,2.0,0.0,2.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,44442.25,3703.52,0.261,702,22859.85,11.14,60.0,498.63,6.0,65073.67,55818.95,3.0,0.0,3.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,61255.32,5104.61,0.097,846,8342.99,10.99,60.0,181.36,7.0,40073.3,3652.92,3.0,0.0,4.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,30190.78,2515.9,0.067,640,6225.36,10.79,36.0,203.19,6.0,25616.1,5498.97,2.0,0.0,2.0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,21660.13,1805.01,0.084,661,23087.74,16.79,36.0,820.73,5.0,22223.07,3082.31,2.0,0.0,2.0,1,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,29667.87,2472.32,0.134,659,30765.61,16.94,36.0,1095.96,6.0,34971.76,6104.12,1.0,2.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69,43262.52,3605.21,0.103,676,4330.0,14.77,36.0,149.61,4.0,62311.23,19384.43,3.0,0.0,5.0,1,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,41843.18,3486.93,0.094,567,16628.3,12.82,60.0,376.81,3.0,31812.01,20482.6,1.0,0.0,1.0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
73,14429.45,1202.45,0.17,676,15508.36,12.97,60.0,352.62,8.0,21558.64,14969.7,6.0,0.0,6.0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,29646.54,2470.54,0.028,839,16759.56,10.49,36.0,544.65,5.0,37015.4,15589.77,1.0,0.0,1.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,19649.64,1637.47,0.027,823,16967.87,11.07,36.0,556.07,4.0,18315.78,11803.25,2.0,0.0,2.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,37031.68,3085.97,0.177,685,7018.4,8.7,36.0,222.2,7.0,39221.44,4728.19,4.0,0.0,4.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,45013.26,3751.1,0.236,752,8298.63,10.11,36.0,268.2,5.0,35491.42,27607.33,1.0,0.0,1.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,66970.63,5580.89,0.228,676,4120.46,10.35,36.0,133.63,7.0,45805.08,33858.41,1.0,0.0,1.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,77293.55,6441.13,0.111,686,18574.48,14.31,36.0,637.63,6.0,107774.27,10446.27,2.0,0.0,2.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,48916.98,4076.42,0.189,739,11609.06,11.96,36.0,385.37,5.0,41880.31,12794.24,3.0,0.0,3.0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,28336.06,2361.34,0.306,673,20104.62,13.49,60.0,462.5,1.0,29712.07,5138.55,2.0,0.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,26718.55,2226.55,0.19,790,2612.48,5.89,36.0,79.35,6.0,22553.64,5457.26,1.0,0.0,2.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,47950.38,3995.86,0.107,551,14838.6,13.43,36.0,503.05,5.0,34494.96,14541.03,5.0,0.0,5.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21,57479.15,4789.93,0.438,624,22776.68,14.01,36.0,778.56,7.0,62984.34,52168.73,3.0,1.0,3.0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50,17516.08,1459.67,0.089,715,32849.97,12.74,36.0,1102.74,3.0,16447.42,10674.28,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,151951.89,12662.66,0.157,586,500.0,14.32,60.0,11.72,5.0,103495.43,36763.19,1.0,0.0,2.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
23,46927.83,3910.65,0.209,609,9579.48,13.56,36.0,325.36,4.0,35223.66,27842.17,0.0,0.0,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
65,60091.59,5007.63,0.066,677,12932.14,13.13,60.0,295.11,3.0,37479.16,34372.82,2.0,0.0,5.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,47949.22,3995.77,0.278,527,8886.46,15.37,60.0,213.14,4.0,55830.99,8298.31,6.0,1.0,6.0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,19368.55,1614.05,0.231,573,12253.31,15.78,36.0,429.46,2.0,16519.48,11622.63,3.0,0.0,3.0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,27862.77,2321.9,0.191,581,10429.64,18.64,36.0,380.41,6.0,25862.28,19372.79,2.0,0.0,2.0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24,22807.51,1900.63,0.196,688,15473.08,15.1,60.0,368.92,3.0,23247.17,8446.66,2.0,0.0,2.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,13182.58,1098.55,0.06,638,18260.84,13.35,60.0,418.77,6.0,25039.4,20422.62,1.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
57,17423.16,1451.93,0.2,686,10005.72,12.69,60.0,226.08,4.0,26632.46,11274.87,0.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,104380.32,8698.36,0.133,662,16529.67,11.24,60.0,361.38,5.0,82012.07,60400.95,3.0,0.0,3.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68,31896.51,2658.04,0.089,756,22669.32,11.14,36.0,743.67,11.0,36254.86,10388.41,0.0,0.0,1.0,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,61173.86,5097.82,0.382,599,31393.9,15.69,36.0,1098.92,4.0,82429.14,48908.57,1.0,0.0,2.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73,25864.42,2155.37,0.403,712,16626.47,12.25,36.0,554.22,4.0,40543.52,36238.1,6.0,0.0,7.0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,23630.84,1969.24,0.141,635,20080.66,15.5,36.0,701.03,7.0,41506.25,36143.98,3.0,0.0,4.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
35,88790.84,7399.24,0.02,683,21914.08,10.48,36.0,712.05,8.0,134694.72,16874.91,3.0,0.0,3.0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,32524.4,2710.37,0.182,527,17921.59,15.63,36.0,626.8,11.0,56689.56,18091.59,2.0,0.0,2.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,31745.58,2645.46,0.055,570,7124.79,17.01,36.0,254.05,3.0,29885.73,10803.64,3.0,0.0,4.0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
69,42525.81,3543.82,0.287,674,7333.62,14.4,60.0,172.17,4.0,50589.01,43331.9,3.0,0.0,3.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,53092.25,4424.35,0.1,722,14754.07,11.9,36.0,489.34,5.0,72816.56,5104.3,1.0,0.0,1.0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,26346.28,2195.52,0.044,507,19300.28,14.86,36.0,667.73,1.0,39468.38,7622.86,3.0,0.0,3.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32,9788.45,815.7,0.048,623,9620.18,13.77,36.0,327.72,4.0,11014.59,4087.98,1.0,0.0,1.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
57,72684.48,6057.04,0.308,604,19035.12,11.95,36.0,631.78,8.0,57483.35,33716.1,2.0,1.0,2.0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,47002.55,3916.88,0.237,674,13398.59,10.66,60.0,289.05,1.0,60338.81,33585.5,1.0,0.0,2.0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,21382.71,1781.89,0.06,765,20241.64,12.53,36.0,677.45,6.0,19162.88,4342.13,0.0,0.0,1.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
