STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
11601,17-02-42,0.508,,30.55555556,23.88888889,27.22222222,0,,42,2,17,0.02,,,87,75,81,0,,,,,,,,,
11601,18-02-42,9.652,,28.33333333,23.88888889,26.11111111,0,,42,2,18,0.38,,,83,75,79,0,,,,,,,,,
11601,19-02-42,2.286,,29.44444444,24.44444444,26.66666667,0,,42,2,19,0.09,,,85,76,80,0,,,,,,,,,
11601,20-02-42,0.254,,30.55555556,25,27.77777778,0,,42,2,20,0.01,,,87,77,82,0,,,,,,,,,
11601,21-02-42,0,,30,24.44444444,27.22222222,0,,42,2,21,0,,,86,76,81,0,,,,,,,,,
11601,22-02-42,0,,30.55555556,25,27.77777778,0,,42,2,22,0,,,87,77,82,0,,,,,,,,,
11601,23-02-42,0,,30.55555556,25.55555556,27.77777778,0,,42,2,23,0,,,87,78,82,0,,,,,,,,,
11601,24-02-42,1.016,,30,25,27.77777778,0,,42,2,24,0.04,,,86,77,82,0,,,,,,,,,
11601,25-02-42,0,,30,25.55555556,27.77777778,0,,42,2,25,0,,,86,78,82,0,,,,,,,,,
11601,26-02-42,0,,30,25.55555556,27.77777778,0,,42,2,26,0,,,86,78,82,0,,,,,,,,,
11601,27-02-42,0,,30.55555556,25.55555556,27.77777778,0,,42,2,27,0,,,87,78,82,0,,,,,,,,,
11601,28-02-42,0,,30.55555556,25,27.77777778,0,,42,2,28,0,,,87,77,82,0,,,,,,,,,
11601,01-03-42,T,,30,25,27.77777778,0,,42,3,1,T,,,86,77,82,0,,,,,,,,,
11601,02-03-42,0,,30,25,27.77777778,0,,42,3,2,0,,,86,77,82,0,,,,,,,,,
11601,03-03-42,T,,30,24.44444444,27.22222222,0,,42,3,3,T,,,86,76,81,0,,,,,,,,,
11601,04-03-42,T,,31.11111111,25,27.77777778,0,,42,3,4,T,,,88,77,82,0,,,,,,,,,
11601,05-03-42,2.286,,30,23.33333333,26.66666667,0,,42,3,5,0.09,,,86,74,80,0,,,,,,,,,
11601,06-03-42,1.524,,30.55555556,24.44444444,27.77777778,0,,42,3,6,0.06,,,87,76,82,0,,,,,,,,,
11601,07-03-42,7.62,,28.88888889,22.22222222,25.55555556,0,,42,3,7,0.3,,,84,72,78,0,,,,,,,,,
11601,08-03-42,6.096,,31.11111111,23.88888889,27.77777778,0,,42,3,8,0.24,,,88,75,82,0,,,,,,,,,
11601,09-03-42,4.318,,29.44444444,24.44444444,26.66666667,0,,42,3,9,0.17,,,85,76,80,0,,,,,,,,,
11601,10-03-42,1.778,,28.88888889,23.33333333,26.11111111,0,,42,3,10,0.07,,,84,74,79,0,,,,,,,,,
11601,11-03-42,3.302,,30,22.22222222,26.11111111,0,,42,3,11,0.13,,,86,72,79,0,,,,,,,,,
11601,12-03-42,1.27,,30,23.88888889,26.66666667,0,,42,3,12,0.05,,,86,75,80,0,,,,,,,,,
11601,13-03-42,0.508,,30,23.88888889,26.66666667,0,,42,3,13,0.02,,,86,75,80,0,,,,,,,,,
11601,14-03-42,0,,30.55555556,25,27.77777778,0,,42,3,14,0,,,87,77,82,0,,,,,,,,,
11601,15-03-42,1.778,,29.44444444,23.33333333,26.66666667,0,,42,3,15,0.07,,,85,74,80,0,,,,,,,,,
11601,16-03-42,T,,30.55555556,24.44444444,27.77777778,0,,42,3,16,T,,,87,76,82,0,,,,,,,,,
11601,17-03-42,T,,30.55555556,23.88888889,27.22222222,0,,42,3,17,T,,,87,75,81,0,,,,,,,,,
11601,18-03-42,0.762,,30,23.88888889,26.66666667,0,,42,3,18,0.03,,,86,75,80,0,,,,,,,,,
11601,19-03-42,T,,30,25,27.77777778,0,,42,3,19,T,,,86,77,82,0,,,,,,,,,
11601,20-03-42,0,,30.55555556,25.55555556,27.77777778,0,,42,3,20,0,,,87,78,82,0,,,,,,,,,
11601,21-03-42,0,,29.44444444,24.44444444,26.66666667,0,,42,3,21,0,,,85,76,80,0,,,,,,,,,
11601,22-03-42,T,,29.44444444,24.44444444,26.66666667,0,,42,3,22,T,,,85,76,80,0,,,,,,,,,
11601,23-03-42,0,,29.44444444,24.44444444,26.66666667,0,,42,3,23,0,,,85,76,80,0,,,,,,,,,
11601,24-03-42,2.032,,29.44444444,25,27.22222222,0,,42,3,24,0.08,,,85,77,81,0,,,,,,,,,
11601,25-03-42,T,,30,25,27.77777778,0,,42,3,25,T,,,86,77,82,0,,,,,,,,,
11601,26-03-42,T,,30,25,27.77777778,0,,42,3,26,T,,,86,77,82,0,,,,,,,,,
11601,27-03-42,0,,30.55555556,25,27.77777778,0,,42,3,27,0,,,87,77,82,0,,,,,,,,,
11601,28-03-42,0.254,,31.11111111,25,27.77777778,0,,42,3,28,0.01,,,88,77,82,0,,,,,,,,,
11601,29-03-42,0,,30.55555556,25,27.77777778,0,,42,3,29,0,,,87,77,82,0,,,,,,,,,
11601,30-03-42,0,,29.44444444,25,27.22222222,0,,42,3,30,0,,,85,77,81,0,,,,,,,,,
11601,31-03-42,T,,29.44444444,25,27.22222222,0,,42,3,31,T,,,85,77,81,0,,,,,,,,,
11601,01-04-42,0,,30.55555556,25.55555556,27.77777778,0,,42,4,1,0,,,87,78,82,0,,,,,,,,,
11601,02-04-42,T,,30.55555556,25,27.77777778,0,1,42,4,2,T,,,87,77,82,0,,,,1,,,,,
11601,03-04-42,0,,31.11111111,25,27.77777778,0,,42,4,3,0,,,88,77,82,0,,,,,,,,,
11601,04-04-42,0,,31.11111111,25.55555556,28.33333333,0,,42,4,4,0,,,88,78,83,0,,,,,,,,,
11601,05-04-42,T,,31.11111111,25.55555556,28.33333333,0,1,42,4,5,T,,,88,78,83,0,,,,1,,,,,
11601,06-04-42,1.016,,31.11111111,22.77777778,26.66666667,0,1,42,4,6,0.04,,,88,73,80,0,,,,1,,,,,
11601,07-04-42,0,,30,25,27.77777778,0,,42,4,7,0,,,86,77,82,0,,,,,,,,,
11601,08-04-42,0,,31.11111111,25,27.77777778,0,,42,4,8,0,,,88,77,82,0,,,,,,,,,
11601,09-04-42,0,,30.55555556,25,27.77777778,0,,42,4,9,0,,,87,77,82,0,,,,,,,,,
11601,10-04-42,0,,30.55555556,25.55555556,27.77777778,0,,42,4,10,0,,,87,78,82,0,,,,,,,,,
11601,11-04-42,0,,31.11111111,25,27.77777778,0,,42,4,11,0,,,88,77,82,0,,,,,,,,,
11601,12-04-42,0,,31.11111111,25.55555556,28.33333333,0,,42,4,12,0,,,88,78,83,0,,,,,,,,,
11601,13-04-42,26.162,,26.66666667,21.66666667,24.44444444,0,1,42,4,13,1.03,,,80,71,76,0,,,,1,,,,,
11601,14-04-42,T,,30.55555556,22.77777778,26.66666667,0,1,42,4,14,T,,,87,73,80,0,,,,1,,,,,
11601,15-04-42,0,,30,25.55555556,27.77777778,0,,42,4,15,0,,,86,78,82,0,,,,,,,,,
11601,16-04-42,T,,30,24.44444444,27.22222222,0,1,42,4,16,T,,,86,76,81,0,,,,1,,,,,
11601,17-04-42,0.762,,30.55555556,23.33333333,26.66666667,0,1,42,4,17,0.03,,,87,74,80,0,,,,1,,,,,
11601,18-04-42,0,,30.55555556,24.44444444,27.77777778,0,,42,4,18,0,,,87,76,82,0,,,,,,,,,
11601,19-04-42,0,,30.55555556,26.11111111,28.33333333,0,,42,4,19,0,,,87,79,83,0,,,,,,,,,
11601,20-04-42,T,,31.11111111,25.55555556,28.33333333,0,1,42,4,20,T,,,88,78,83,0,,,,1,,,,,
11601,21-04-42,0,,31.11111111,25.55555556,28.33333333,0,,42,4,21,0,,,88,78,83,0,,,,,,,,,
11601,22-04-42,T,,31.11111111,25,27.77777778,0,1,42,4,22,T,,,88,77,82,0,,,,1,,,,,
11601,23-04-42,T,,31.11111111,26.11111111,28.88888889,0,1,42,4,23,T,,,88,79,84,0,,,,1,,,,,
11601,24-04-42,0,,30.55555556,26.11111111,28.33333333,0,,42,4,24,0,,,87,79,83,0,,,,,,,,,
11601,25-04-42,0,,31.11111111,26.11111111,28.88888889,0,,42,4,25,0,,,88,79,84,0,,,,,,,,,
11601,26-04-42,0,,31.11111111,25.55555556,28.33333333,0,,42,4,26,0,,,88,78,83,0,,,,,,,,,
11601,27-04-42,0,,31.11111111,26.66666667,28.88888889,0,,42,4,27,0,,,88,80,84,0,,,,,,,,,
11601,28-04-42,3.302,,31.11111111,25.55555556,28.33333333,0,1,42,4,28,0.13,,,88,78,83,0,,,,1,,,,,
11601,29-04-42,41.656,,27.77777778,22.77777778,25.55555556,0,1,42,4,29,1.64,,,82,73,78,0,,,,1,,,,,
11601,30-04-42,T,,29.44444444,25,27.22222222,0,1,42,4,30,T,,,85,77,81,0,,,,1,,,,,
11601,01-05-42,8.636,,28.88888889,25,26.66666667,0,1,42,5,1,0.34,,,84,77,80,0,,,,1,,,,,
11601,02-05-42,15.748,,30,24.44444444,27.22222222,0,1,42,5,2,0.62,,,86,76,81,0,,,,1,,,,,
11601,03-05-42,4.064,,28.33333333,23.33333333,25.55555556,0,1,42,5,3,0.16,,,83,74,78,0,,,,1,,,,,
11601,04-05-42,0,,30.55555556,25.55555556,27.77777778,0,,42,5,4,0,,,87,78,82,0,,,,,,,,,
11601,05-05-42,0,,30,26.11111111,27.77777778,0,,42,5,5,0,,,86,79,82,0,,,,,,,,,
11601,06-05-42,0,,30,26.11111111,27.77777778,0,,42,5,6,0,,,86,79,82,0,,,,,,,,,
11601,07-05-42,T,,30.55555556,26.11111111,28.33333333,0,1,42,5,7,T,,,87,79,83,0,,,,1,,,,,
11601,08-05-42,2.54,,30,23.88888889,26.66666667,0,1,42,5,8,0.1,,,86,75,80,0,,,,1,,,,,
11601,09-05-42,1.778,,30.55555556,23.88888889,27.22222222,0,1,42,5,9,0.07,,,87,75,81,0,,,,1,,,,,
11601,10-05-42,0,,31.11111111,26.11111111,28.88888889,0,,42,5,10,0,,,88,79,84,0,,,,,,,,,
11601,11-05-42,T,,31.11111111,26.11111111,28.88888889,0,1,42,5,11,T,,,88,79,84,0,,,,1,,,,,
11601,12-05-42,9.144,,31.11111111,25,27.77777778,0,1,42,5,12,0.36,,,88,77,82,0,,,,1,,,,,
11601,13-05-42,0.508,,30.55555556,26.66666667,28.88888889,0,1,42,5,13,0.02,,,87,80,84,0,,,,1,,,,,
11601,14-05-42,2.54,,30.55555556,26.11111111,28.33333333,0,1,42,5,14,0.1,,,87,79,83,0,,,,1,,,,,
11601,15-05-42,T,,31.11111111,26.11111111,28.88888889,0,1,42,5,15,T,,,88,79,84,0,,,,1,,,,,
11601,16-05-42,0,,31.11111111,25,27.77777778,0,,42,5,16,0,,,88,77,82,0,,,,,,,,,
11601,17-05-42,0,,31.66666667,26.66666667,28.88888889,0,,42,5,17,0,,,89,80,84,0,,,,,,,,,
11601,18-05-42,0,,31.11111111,25.55555556,28.33333333,0,,42,5,18,0,,,88,78,83,0,,,,,,,,,
11601,19-05-42,0,,31.11111111,26.66666667,28.88888889,0,,42,5,19,0,,,88,80,84,0,,,,,,,,,
11601,20-05-42,T,,31.66666667,26.11111111,28.88888889,0,1,42,5,20,T,,,89,79,84,0,,,,1,,,,,
11601,21-05-42,T,,31.66666667,25.55555556,28.88888889,0,1,42,5,21,T,,,89,78,84,0,,,,1,,,,,
11601,22-05-42,0,,32.22222222,26.66666667,29.44444444,0,,42,5,22,0,,,90,80,85,0,,,,,,,,,
11601,23-05-42,0.254,,31.66666667,26.66666667,28.88888889,0,1,42,5,23,0.01,,,89,80,84,0,,,,1,,,,,
11601,24-05-42,0.508,,31.66666667,26.11111111,28.88888889,0,1,42,5,24,0.02,,,89,79,84,0,,,,1,,,,,
11601,25-05-42,0,,32.22222222,26.11111111,28.88888889,0,,42,5,25,0,,,90,79,84,0,,,,,,,,,
11601,26-05-42,3.81,,31.66666667,23.88888889,28.33333333,0,1,42,5,26,0.15,,,89,75,83,0,,,,1,,,,,
11601,27-05-42,T,,32.22222222,26.66666667,29.44444444,0,1,42,5,27,T,,,90,80,85,0,,,,1,,,,,
11601,28-05-42,0.254,,32.22222222,26.11111111,28.88888889,0,1,42,5,28,0.01,,,90,79,84,0,,,,1,,,,,
11601,29-05-42,T,,32.22222222,26.66666667,29.44444444,0,1,42,5,29,T,,,90,80,85,0,,,,1,,,,,
11601,30-05-42,0,,31.66666667,26.11111111,28.88888889,0,,42,5,30,0,,,89,79,84,0,,,,,,,,,
11601,31-05-42,0,,31.66666667,26.66666667,28.88888889,0,,42,5,31,0,,,89,80,84,0,,,,,,,,,
11601,01-06-42,0,,31.66666667,26.66666667,28.88888889,0,,42,6,1,0,,,89,80,84,0,,,,,,,,,
11601,02-06-42,5.334,,31.11111111,26.66666667,28.88888889,0,1,42,6,2,0.21,,,88,80,84,0,,,,1,,,,,
11601,03-06-42,4.572,,31.11111111,24.44444444,27.77777778,0,1,42,6,3,0.18,,,88,76,82,0,,,,1,,,,,
11601,04-06-42,24.384,,28.33333333,23.33333333,25.55555556,0,1,42,6,4,0.96,,,83,74,78,0,,,,1,,,,,
11601,05-06-42,0,,31.11111111,25.55555556,28.33333333,0,,42,6,5,0,,,88,78,83,0,,,,,,,,,
11601,06-06-42,0,,30.55555556,26.66666667,28.88888889,0,,42,6,6,0,,,87,80,84,0,,,,,,,,,
11601,07-06-42,4.826,,30.55555556,25,27.77777778,0,1,42,6,7,0.19,,,87,77,82,0,,,,1,,,,,
11601,08-06-42,T,,31.11111111,26.11111111,28.88888889,0,1,42,6,8,T,,,88,79,84,0,,,,1,,,,,
11601,09-06-42,T,,31.66666667,26.11111111,28.88888889,0,1,42,6,9,T,,,89,79,84,0,,,,1,,,,,
11601,10-06-42,0.762,,30.55555556,25.55555556,27.77777778,0,1,42,6,10,0.03,,,87,78,82,0,,,,1,,,,,
11601,11-06-42,11.176,,31.66666667,23.88888889,27.77777778,0,1,42,6,11,0.44,,,89,75,82,0,,,,1,,,,,
11601,12-06-42,4.826,,31.11111111,21.66666667,26.66666667,0,1,42,6,12,0.19,,,88,71,80,0,,,,1,,,,,
11601,13-06-42,21.082,,30.55555556,23.33333333,26.66666667,0,1,42,6,13,0.83,,,87,74,80,0,,,,1,,,,,
11601,14-06-42,8.89,,29.44444444,22.77777778,26.11111111,0,1,42,6,14,0.35,,,85,73,79,0,,,,1,,,,,
11601,15-06-42,14.224,,29.44444444,24.44444444,26.66666667,0,1,42,6,15,0.56,,,85,76,80,0,,,,1,,,,,
11601,16-06-42,0,,30.55555556,26.11111111,28.33333333,0,,42,6,16,0,,,87,79,83,0,,,,,,,,,
11601,17-06-42,1.27,,30.55555556,25.55555556,27.77777778,0,1,42,6,17,0.05,,,87,78,82,0,,,,1,,,,,
11601,18-06-42,0.254,,31.11111111,26.66666667,28.88888889,0,1,42,6,18,0.01,,,88,80,84,0,,,,1,,,,,
11601,19-06-42,0.254,,31.11111111,25.55555556,28.33333333,0,1,42,6,19,0.01,,,88,78,83,0,,,,1,,,,,
11601,20-06-42,0,,31.11111111,27.22222222,28.88888889,0,,42,6,20,0,,,88,81,84,0,,,,,,,,,
11601,21-06-42,T,,31.11111111,26.66666667,28.88888889,0,1,42,6,21,T,,,88,80,84,0,,,,1,,,,,
11601,22-06-42,T,,30.55555556,26.11111111,28.33333333,0,1,42,6,22,T,,,87,79,83,0,,,,1,,,,,
11601,23-06-42,1.778,,31.11111111,25,27.77777778,0,1,42,6,23,0.07,,,88,77,82,0,,,,1,,,,,
11601,24-06-42,T,,30,24.44444444,27.22222222,0,1,42,6,24,T,,,86,76,81,0,,,,1,,,,,
11601,25-06-42,8.636,,31.11111111,23.88888889,27.77777778,0,1,42,6,25,0.34,,,88,75,82,0,,,,1,,,,,
11601,26-06-42,T,,31.11111111,26.66666667,28.88888889,0,1,42,6,26,T,,,88,80,84,0,,,,1,,,,,
11601,27-06-42,0,,31.11111111,26.66666667,28.88888889,0,,42,6,27,0,,,88,80,84,0,,,,,,,,,
11601,28-06-42,T,,30.55555556,26.11111111,28.33333333,0,1,42,6,28,T,,,87,79,83,0,,,,1,,,,,
11601,29-06-42,1.524,,31.66666667,26.66666667,28.88888889,0,1,42,6,29,0.06,,,89,80,84,0,,,,1,,,,,
11601,30-06-42,5.08,,28.88888889,24.44444444,26.66666667,0,1,42,6,30,0.2,,,84,76,80,0,,,,1,,,,,
11601,01-07-42,15.494,,29.44444444,23.88888889,26.66666667,0,1,42,7,1,0.61,,,85,75,80,0,,,,1,,,,,
11601,02-07-42,6.858,,31.11111111,25,27.77777778,0,1,42,7,2,0.27,,,88,77,82,0,,,,1,,,,,
11601,03-07-42,0.508,,30,26.11111111,27.77777778,0,1,42,7,3,0.02,,,86,79,82,0,,,,1,,,,,
11601,04-07-42,9.144,,31.11111111,22.22222222,26.66666667,0,1,42,7,4,0.36,,,88,72,80,0,,,,1,,,,,
11601,05-07-42,T,,30.55555556,26.11111111,28.33333333,0,1,42,7,5,T,,,87,79,83,0,,,,1,,,,,
11601,06-07-42,6.858,,29.44444444,23.33333333,26.66666667,0,1,42,7,6,0.27,,,85,74,80,0,,,,1,,,,,
11601,07-07-42,20.32,,30,23.33333333,26.66666667,0,1,42,7,7,0.8,,,86,74,80,0,,,,1,,,,,
11601,08-07-42,6.35,,30,22.77777778,26.66666667,0,,42,7,8,0.25,,,86,73,80,0,,,,,,,,,
11601,09-07-42,T,,30,22.77777778,26.66666667,0,1,42,7,9,T,,,86,73,80,0,,,,1,,,,,
11601,10-07-42,2.794,,30,25.55555556,27.77777778,0,1,42,7,10,0.11,,,86,78,82,0,,,,1,,,,,
11601,11-07-42,3.302,,30.55555556,23.88888889,27.22222222,0,1,42,7,11,0.13,,,87,75,81,0,,,,1,,,,,
11601,12-07-42,10.668,,30,22.77777778,26.66666667,0,1,42,7,12,0.42,,,86,73,80,0,,,,1,,,,,
11601,13-07-42,T,,30.55555556,25.55555556,27.77777778,0,1,42,7,13,T,,,87,78,82,0,,,,1,,,,,
11601,14-07-42,52.578,,29.44444444,22.22222222,26.11111111,0,1,42,7,14,2.07,,,85,72,79,0,,,,1,,,,,
11601,15-07-42,0,,30,25,27.77777778,0,,42,7,15,0,,,86,77,82,0,,,,,,,,,
11601,16-07-42,0,,29.44444444,25,27.22222222,0,,42,7,16,0,,,85,77,81,0,,,,,,,,,
11601,17-07-42,0.254,,30.55555556,25,27.77777778,0,1,42,7,17,0.01,,,87,77,82,0,,,,1,,,,,
11601,18-07-42,T,,30.55555556,23.33333333,26.66666667,0,1,42,7,18,T,,,87,74,80,0,,,,1,,,,,
11601,19-07-42,2.54,,30.55555556,24.44444444,27.77777778,0,1,42,7,19,0.1,,,87,76,82,0,,,,1,,,,,
11601,20-07-42,8.636,,31.11111111,24.44444444,27.77777778,0,1,42,7,20,0.34,,,88,76,82,0,,,,1,,,,,
11601,21-07-42,1.778,,31.11111111,25,27.77777778,0,1,42,7,21,0.07,,,88,77,82,0,,,,1,,,,,
11601,22-07-42,37.592,,29.44444444,22.77777778,26.11111111,0,1,42,7,22,1.48,,,85,73,79,0,,,,1,,,,,
11601,23-07-42,8.128,,30,23.88888889,26.66666667,0,1,42,7,23,0.32,,,86,75,80,0,,,,1,,,,,
11601,24-07-42,1.016,,30,23.33333333,26.66666667,0,1,42,7,24,0.04,,,86,74,80,0,,,,1,,,,,
11601,25-07-42,3.048,,30,23.33333333,26.66666667,0,1,42,7,25,0.12,,,86,74,80,0,,,,1,,,,,
11601,26-07-42,8.89,,29.44444444,22.22222222,25.55555556,0,1,42,7,26,0.35,,,85,72,78,0,,,,1,,,,,
11601,27-07-42,18.034,,29.44444444,22.77777778,26.11111111,0,1,42,7,27,0.71,,,85,73,79,0,,,,1,,,,,
11601,28-07-42,0.254,,30.55555556,26.11111111,28.33333333,0,1,42,7,28,0.01,,,87,79,83,0,,,,1,,,,,
11601,29-07-42,3.81,,30.55555556,22.77777778,26.66666667,0,1,42,7,29,0.15,,,87,73,80,0,,,,1,,,,,
11601,30-07-42,7.366,,28.88888889,24.44444444,26.66666667,0,1,42,7,30,0.29,,,84,76,80,0,,,,1,,,,,
11601,31-07-42,9.652,,30.55555556,21.66666667,26.11111111,0,1,42,7,31,0.38,,,87,71,79,0,,,,1,,,,,
11601,01-08-42,1.016,,31.66666667,26.66666667,28.88888889,0,1,42,8,1,0.04,,,89,80,84,0,,,,1,,,,,
11601,02-08-42,T,,30.55555556,26.66666667,28.88888889,0,1,42,8,2,T,,,87,80,84,0,,,,1,,,,,
11601,03-08-42,0,,30.55555556,25.55555556,27.77777778,0,,42,8,3,0,,,87,78,82,0,,,,,,,,,
11601,04-08-42,1.524,,30.55555556,26.11111111,28.33333333,0,1,42,8,4,0.06,,,87,79,83,0,,,,1,,,,,
11601,05-08-42,0.508,,30.55555556,25.55555556,27.77777778,0,1,42,8,5,0.02,,,87,78,82,0,,,,1,,,,,
11601,06-08-42,6.096,,30.55555556,21.11111111,25.55555556,0,1,42,8,6,0.24,,,87,70,78,0,,,,1,,,,,
11601,07-08-42,T,,31.11111111,25,27.77777778,0,1,42,8,7,T,,,88,77,82,0,,,,1,,,,,
11601,08-08-42,7.62,,30.55555556,23.33333333,26.66666667,0,1,42,8,8,0.3,,,87,74,80,0,,,,1,,,,,
11601,09-08-42,T,,30,25.55555556,27.77777778,0,1,42,8,9,T,,,86,78,82,0,,,,1,,,,,
11601,10-08-42,19.812,,30.55555556,23.88888889,27.22222222,0,1,42,8,10,0.78,,,87,75,81,0,,,,1,,,,,
11601,11-08-42,0.762,,30.55555556,25,27.77777778,0,1,42,8,11,0.03,,,87,77,82,0,,,,1,,,,,
11601,12-08-42,1.016,,31.11111111,25.55555556,28.33333333,0,1,42,8,12,0.04,,,88,78,83,0,,,,1,,,,,
11601,13-08-42,T,,31.11111111,23.88888889,27.77777778,0,1,42,8,13,T,,,88,75,82,0,,,,1,,,,,
11601,14-08-42,T,,30,24.44444444,27.22222222,0,1,42,8,14,T,,,86,76,81,0,,,,1,,,,,
11601,15-08-42,6.096,,30.55555556,25.55555556,27.77777778,0,1,42,8,15,0.24,,,87,78,82,0,,,,1,,,,,
11601,16-08-42,T,,30.55555556,25.55555556,27.77777778,0,1,42,8,16,T,,,87,78,82,0,,,,1,,,,,
11601,17-08-42,4.826,,30.55555556,24.44444444,27.77777778,0,1,42,8,17,0.19,,,87,76,82,0,,,,1,,,,,
11601,18-08-42,0.762,,31.66666667,25,28.33333333,0,1,42,8,18,0.03,,,89,77,83,0,,,,1,,,,,
11601,19-08-42,5.334,,29.44444444,25,27.22222222,0,1,42,8,19,0.21,,,85,77,81,0,,,,1,,,,,
11601,20-08-42,0.508,,30.55555556,24.44444444,27.77777778,0,1,42,8,20,0.02,,,87,76,82,0,,,,1,,,,,
11601,21-08-42,0.762,,31.11111111,23.88888889,27.77777778,0,1,42,8,21,0.03,,,88,75,82,0,,,,1,,,,,
11601,22-08-42,19.05,,31.66666667,22.77777778,27.22222222,0,1,42,8,22,0.75,,,89,73,81,0,,,,1,,,,,
11601,23-08-42,0.508,,28.88888889,24.44444444,26.66666667,0,1,42,8,23,0.02,,,84,76,80,0,,,,1,,,,,
11601,24-08-42,0,,30.55555556,23.33333333,26.66666667,0,,42,8,24,0,,,87,74,80,0,,,,,,,,,
11601,25-08-42,0,,30.55555556,23.88888889,27.22222222,0,,42,8,25,0,,,87,75,81,0,,,,,,,,,
11601,26-08-42,0.508,,30.55555556,25.55555556,27.77777778,0,1,42,8,26,0.02,,,87,78,82,0,,,,1,,,,,
11601,27-08-42,T,,31.11111111,25.55555556,28.33333333,0,1,42,8,27,T,,,88,78,83,0,,,,1,,,,,
11601,28-08-42,0.762,,31.11111111,24.44444444,27.77777778,0,1,42,8,28,0.03,,,88,76,82,0,,,,1,,,,,
11601,29-08-42,T,,31.11111111,26.66666667,28.88888889,0,1,42,8,29,T,,,88,80,84,0,,,,1,,,,,
11601,30-08-42,0.508,,31.66666667,26.11111111,28.88888889,0,1,42,8,30,0.02,,,89,79,84,0,,,,1,,,,,
11601,31-08-42,7.112,,30.55555556,24.44444444,27.77777778,0,1,42,8,31,0.28,,,87,76,82,0,,,,1,,,,,
11601,01-09-42,1.27,,31.11111111,24.44444444,27.77777778,0,1,42,9,1,0.05,,,88,76,82,0,,,,1,,,,,
11601,02-09-42,0,,32.22222222,26.66666667,29.44444444,0,,42,9,2,0,,,90,80,85,0,,,,,,,,,
11601,03-09-42,1.27,,32.22222222,23.88888889,27.77777778,0,1,42,9,3,0.05,,,90,75,82,0,,,,1,,,,,
11601,04-09-42,4.572,,32.22222222,23.88888889,27.77777778,0,1,42,9,4,0.18,,,90,75,82,0,,,,1,,,,,
11601,05-09-42,10.668,,27.77777778,23.88888889,25.55555556,0,1,42,9,5,0.42,,,82,75,78,0,,,,1,,,,,
11601,06-09-42,5.08,,31.11111111,24.44444444,27.77777778,0,1,42,9,6,0.2,,,88,76,82,0,,,,1,,,,,
11601,07-09-42,8.89,,31.11111111,23.88888889,27.77777778,0,1,42,9,7,0.35,,,88,75,82,0,,,,1,,,,,
11601,08-09-42,4.064,,30.55555556,23.33333333,26.66666667,0,1,42,9,8,0.16,,,87,74,80,0,,,,1,,,,,
11601,09-09-42,8.128,,31.11111111,23.88888889,27.77777778,0,1,42,9,9,0.32,,,88,75,82,0,,,,1,,,,,
11601,10-09-42,3.302,,31.66666667,25.55555556,28.88888889,0,1,42,9,10,0.13,,,89,78,84,0,,,,1,,,,,
11601,11-09-42,6.096,,31.11111111,25,27.77777778,0,1,42,9,11,0.24,,,88,77,82,0,,,,1,,,,,
11601,12-09-42,7.366,,30.55555556,24.44444444,27.77777778,0,1,42,9,12,0.29,,,87,76,82,0,,,,1,,,,,
11601,13-09-42,8.89,,31.11111111,24.44444444,27.77777778,0,1,42,9,13,0.35,,,88,76,82,0,,,,1,,,,,
11601,14-09-42,6.35,,30.55555556,21.11111111,25.55555556,0,1,42,9,14,0.25,,,87,70,78,0,,,,1,,,,,
11601,15-09-42,10.922,,29.44444444,23.88888889,26.66666667,0,1,42,9,15,0.43,,,85,75,80,0,,,,1,,,,,
11601,16-09-42,20.828,,27.77777778,22.77777778,25.55555556,0,1,42,9,16,0.82,,,82,73,78,0,,,,1,,,,,
11601,17-09-42,0.508,,-17.77777778,-17.77777778,-17.77777778,0,1,42,9,17,0.02,,,,,,0,,,,1,,,,,
11601,18-09-42,T,,30.55555556,22.22222222,26.66666667,0,1,42,9,18,T,,,87,72,80,0,,,,1,,,,,
11601,19-09-42,14.478,,30.55555556,23.88888889,27.22222222,0,1,42,9,19,0.57,,,87,75,81,0,,,,1,,,,,
11601,20-09-42,1.016,,30.55555556,26.66666667,28.88888889,0,1,42,9,20,0.04,,,87,80,84,0,,,,1,,,,,
11601,21-09-42,0.508,,31.11111111,26.11111111,28.88888889,0,1,42,9,21,0.02,,,88,79,84,0,,,,1,,,,,
11601,22-09-42,25.908,,27.77777778,23.33333333,25.55555556,0,1,42,9,22,1.02,,,82,74,78,0,,,,1,,,,,
11601,23-09-42,12.7,,31.11111111,25,27.77777778,0,1,42,9,23,0.5,,,88,77,82,0,,,,1,,,,,
11601,24-09-42,T,,31.11111111,26.11111111,28.88888889,0,,42,9,24,T,,,88,79,84,0,,,,,,,,,
11601,25-09-42,0,,30,27.22222222,28.88888889,0,1,42,9,25,0,,,86,81,84,0,,,,1,,,,,
11601,26-09-42,6.604,,31.11111111,23.88888889,27.77777778,0,,42,9,26,0.26,,,88,75,82,0,,,,,,,,,
11601,27-09-42,4.826,,31.11111111,22.22222222,26.66666667,0,,42,9,27,0.19,,,88,72,80,0,,,,,,,,,
